V3_gene	V4_gene	Sequence_change_or_not_in_two_versions	Method	Type
GRMZM2G302873	9:122921815-122925292	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G302876	Zm00001d005061	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302883	Zm00001d023728	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302891	Zm00001d041506	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302912	Zm00001d037945	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302913	Zm00001d042028	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G302927	Zm00001d002255	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G302936	Zm00001d002254	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G303007	Zm00001d029754	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303010	1:175079636-175081165	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G303044	Zm00001d039468	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303091	4:240944240-240945103	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G303105	Zm00001d024816	No_change_in_genomic_sequence	Direct_mapping	1-to-many
GRMZM2G303118	Zm00001d002553	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303135	Zm00001d002609	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303139	Zm00001d036211	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303147	Zm00001d002552	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G303149	Zm00001d032030	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303157	Zm00001d032029	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303161	Zm00001d016315	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303168	Zm00001d010407	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303241	Zm00001d015382	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303244	Zm00001d051415	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303312	Zm00001d048501	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G303319	10:27751028-27753406	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G303342	1:297300848-297301525	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G303361	Zm00001d027864	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303374	Zm00001d053862	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303419	Zm00001d015216	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303426	Zm00001d033470	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303431	Zm00001d048908	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303463	Zm00001d007536	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303465	Zm00001d042968	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303474	Zm00001d007539	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303501	2:68037840-68039113	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G303509	Zm00001d017969	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303530	Zm00001d007206	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303536	Zm00001d023872	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303587	Zm00001d011901	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G303631	Zm00001d014303	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303655	Zm00001d023640	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G303661	Zm00001d040166	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G303707	Zm00001d046356	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303728	Zm00001d050272	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303752	Zm00001d039746	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303768	Zm00001d026189	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303775	Zm00001d045535	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303810	Zm00001d027404	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303829	Zm00001d019304	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303865	6:103792786-103794303	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G303909	Zm00001d030555	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303915	Zm00001d018103	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303937	Zm00001d035109	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303964	Zm00001d016719	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303965	Zm00001d032868	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G303993	2:106459169-106460239	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G303995	2:106410628-106411978	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G303999	Zm00001d044486	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304010	Zm00001d024672	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304049	Zm00001d049770	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G304091	Zm00001d008222	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304108	Zm00001d038004	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304121	Zm00001d008223	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304132	Zm00001d029835	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304144	6:144890000-144890955	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G304212	Zm00001d005047	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304235	Zm00001d013972	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304274	Zm00001d043468	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304326	7:14760038-14769782	No_sequence_change_in_v4	CrossMap	1-to-0
GRMZM2G304362	Zm00001d045192	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G304372	Zm00001d036612	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304378	Zm00001d045192	No_change_in_genomic_sequence	Direct_mapping	1-to-many
GRMZM2G304403	Zm00001d047014	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304442	Zm00001d029558	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304471	9:817247-818158	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G304474	Zm00001d043318	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G304528	Zm00001d045498	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304548	Zm00001d005230	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304573	Zm00001d011237	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304575	Zm00001d011236	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304617	Zm00001d033000	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304638	Zm00001d034810	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304657	1:302662336-302664032	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G304687	Zm00001d008933	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304700	Zm00001d044068	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G304712	Zm00001d053715	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	many-to-many
GRMZM2G304745	Zm00001d002835	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304809	Zm00001d028132	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304818	Zm00001d028131	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G304897	Zm00001d030171	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304915	Zm00001d023817	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304926	Zm00001d030842	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304956	Zm00001d012021	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G304965	Zm00001d023331	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305007	Zm00001d002129	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305027	Zm00001d047788	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305046	Zm00001d047787	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305048	Zm00001d039379	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305060	Zm00001d039380	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305066	Zm00001d011655	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305080	Zm00001d008393	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305093	Zm00001d013955	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305096	Zm00001d015748	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305115	Zm00001d038648	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305124	Zm00001d015064	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305146	Zm00001d026066	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305148	Zm00001d014695	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G305154	Zm00001d041727	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305159	Zm00001d038576	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305167	4:15746279-15747929	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G305196	Zm00001d021886	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305211	Zm00001d021885	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G305216	Zm00001d012846	No_change_in_genomic_sequence	Direct_mapping	1-to-many
GRMZM2G305238	Zm00001d046738	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305244	Zm00001d046739	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305254	Zm00001d013075	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305264	Zm00001d040445	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305267	Zm00001d028743	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305280	Zm00001d021882	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G305311	Zm00001d003631	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305321	Zm00001d026511	No_change_in_genomic_sequence	Direct_mapping	1-to-many
GRMZM2G305329	Zm00001d026470	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305332	Zm00001d049629	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G305362	Zm00001d009160	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305400	Zm00001d029407	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305406	Zm00001d020679	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305409	4:92855761-92856643	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G305439	Zm00001d044031	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305446	Zm00001d013956	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305526	Zm00001d028599	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305551	Zm00001d007055	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305580	Zm00001d003592	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305582	Zm00001d024534	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305640	1:64553989-64556104	No_sequence_change_in_v4	CrossMap	1-to-0
GRMZM2G305757	Zm00001d024262	No_change_in_genomic_sequence	Direct_mapping	1-to-many
GRMZM2G305809	Zm00001d014506	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305822	Zm00001d046364	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305834	Zm00001d039825	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305850	Zm00001d034202	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305851	Zm00001d038085	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305856	Zm00001d035605	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305864	Zm00001d006051	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305900	Zm00001d039615	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G305901	Zm00001d008649	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306024	Zm00001d034151	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306028	Zm00001d036448	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306032	4:201430549-201431571	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G306043	Zm00001d008888	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G306043	Zm00001d008889	No_change_in_genomic_sequence	Direct_mapping	many-to-many
GRMZM2G306062	Zm00001d013090	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306070	5:4582367-4583431	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G306079	Zm00001d030152	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306094	Zm00001d025716	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306104	Zm00001d030153	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306105	Zm00001d024676	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306143	Zm00001d043211	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G306172	Zm00001d000318	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306193	Zm00001d041032	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306216	Zm00001d027240	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306237	Zm00001d024867	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306255	Zm00001d038912	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306258	Zm00001d042930	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306282	Zm00001d036263	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306328	Zm00001d005690	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306345	Zm00001d038163	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306348	Zm00001d025722	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306357	Zm00001d044260	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306374	Zm00001d002334	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306376	Zm00001d003929	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306412	Zm00001d011584	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306482	Zm00001d047681	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G306566	Zm00001d017500	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306597	10:49703762-49705116	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G306610	Zm00001d009198	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306616	Zm00001d030682	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306625	5:44295897-44297174	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G306643	Zm00001d025872	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306677	Zm00001d035905	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306679	Zm00001d028561	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306693	Zm00001d036824	No_change_in_genomic_sequence	Direct_mapping	1-to-many
GRMZM2G306727	Zm00001d035172	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306732	Zm00001d028562	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306734	Zm00001d052382	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306735	Zm00001d002990	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G306741	Zm00001d002992	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306771	Zm00001d015853	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306781	Zm00001d050964	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306793	Zm00001d002994	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G306802	Zm00001d051277	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306806	Zm00001d028566	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306851	Zm00001d009907	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306859	Zm00001d045631	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G306915	Zm00001d046793	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306919	Zm00001d029318	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306935	Zm00001d020242	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G306945	Zm00001d029316	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G306945	Zm00001d029317	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G306998	Zm00001d007112	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307084	Zm00001d028060	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307088	Zm00001d051850	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307094	4:172393604-172395820	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G307119	Zm00001d022488	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307152	Zm00001d042593	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307173	Zm00001d042597	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307210	Zm00001d032389	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G307222	Zm00001d032390	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G307241	Zm00001d053543	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307252	Zm00001d034139	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307262	Zm00001d025446	No_change_in_genomic_sequence	Direct_mapping	1-to-many
GRMZM2G307323	Zm00001d003967	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307368	Zm00001d016561	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307397	Zm00001d014630	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307400	Zm00001d014629	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307402	Zm00001d036330	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307404	Zm00001d036811	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G307437	Zm00001d022592	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307440	9:6187733-6190049	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G307470	Zm00001d020290	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G307495	Zm00001d045318	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307529	Zm00001d028110	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307553	2:142801088-142802812	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G307561	Zm00001d041192	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307567	Zm00001d037660	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307588	Zm00001d020941	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307600	Zm00001d041191	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307604	Zm00001d006730	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307637	Zm00001d053230	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307715	Zm00001d049285	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307720	Zm00001d037832	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307756	Zm00001d011844	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307823	Zm00001d044726	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G307892	Zm00001d032087	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307906	Zm00001d047859	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G307908	Zm00001d033089	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G307992	Zm00001d028775	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G308034	Zm00001d028777	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G308046	Zm00001d004390	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G308064	Zm00001d052992	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G308083	Zm00001d044961	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G308106	Zm00001d014937	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G308189	Zm00001d017124	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G308193	Zm00001d052193	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G308203	Zm00001d017125	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
